term_id,canonical_label,chapter,category,semantic_type,definition,distinction,allowed_aliases,status,book_i_source,book_ii_source,book_iii_source,source_basis,version_introduced,examples,counterexamples,relationship_ids,constraints,lifecycle_transition_ids
HAL-TERM-0041,Authority,4,Authority,Governed decision and action scope,The constitutionally and policy-governed scope within which a Principal may decide or cause action.,"Authority constrains Permission evaluation but is not itself a Permission result and is not inferred from identity, trust, capability, role, proximity, or credentials.",,Approved,"Book I Decisions 5, 25, 26, 27, and 48","Book II Chapters 03, 05, and 18","Book III Chapters 3, 5, and 8",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0041` when it uses **Authority** with this exact governed meaning: The constitutionally and policy-governed scope within which a Principal may decide or cause action.,"A dependent artifact uses **Authority** in a way that violates its required distinction: Authority constrains Permission evaluation but is not itself a Permission result and is not inferred from identity, trust, capability, role, proximity, or credentials.",HAL-REL-0011; HAL-REL-0013,"Authority constrains Permission evaluation but is not itself a Permission result and is not inferred from identity, trust, capability, role, proximity, or credentials.",
HAL-TERM-0042,Delegation,4,Authority,Governed authority grant,"An attributable, scoped, conditional, expiring, and revocable grant of Authority from an authorized delegator to a recipient.",A Delegation cannot grant authority the delegator does not possess or make a constitutional invariant waivable.,,Approved,"Book I Decisions 5, 25, 26, 27, and 48","Book II Chapters 03, 05, and 18","Book III Chapters 3, 5, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0042` when it uses **Delegation** with this exact governed meaning: An attributable, scoped, conditional, expiring, and revocable grant of Authority from an authorized delegator to a recipient.",A dependent artifact uses **Delegation** in a way that violates its required distinction: A Delegation cannot grant authority the delegator does not possess or make a constitutional invariant waivable.,HAL-REL-0011,A Delegation cannot grant authority the delegator does not possess or make a constitutional invariant waivable.,HAL-TRANS-0005; HAL-TRANS-0006; HAL-TRANS-0007
HAL-TERM-0043,Policy,4,Authority,Decision rule set,"A governed set of rules evaluated against identity, authority, delegation, purpose, context, resource, and risk inputs.",A Policy is not itself a decision and cannot outrank its Normative Source.,,Approved,"Book I Decisions 5, 25, 26, 27, and 48","Book II Chapters 03, 05, and 18","Book III Chapters 3, 5, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0043` when it uses **Policy** with this exact governed meaning: A governed set of rules evaluated against identity, authority, delegation, purpose, context, resource, and risk inputs.",A dependent artifact uses **Policy** in a way that violates its required distinction: A Policy is not itself a decision and cannot outrank its Normative Source.,HAL-REL-0012,A Policy is not itself a decision and cannot outrank its Normative Source.,
HAL-TERM-0044,Policy Decision Record,4,Authority,Decision record,"The attributable record of a policy evaluation, including inputs, governing policy version, outcome, obligations, reason, and correlation data.",It records a decision; it does not create standing Authority beyond that decision's scope.,authorization decision record,Approved,"Book I Decisions 5, 25, 26, 27, and 48","Book II Chapters 03, 05, and 18","Book III Chapters 3, 5, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0044` when it uses **Policy Decision Record** with this exact governed meaning: The attributable record of a policy evaluation, including inputs, governing policy version, outcome, obligations, reason, and correlation data.",A dependent artifact uses **Policy Decision Record** in a way that violates its required distinction: It records a decision; it does not create standing Authority beyond that decision's scope.,HAL-REL-0014,It records a decision; it does not create standing Authority beyond that decision's scope.,
HAL-TERM-0045,Protected Action,4,Authority,Risk classification,"An Action whose authority, privacy, security, safety, irreversibility, or constitutional impact requires explicit governed evaluation and evidence.",A routine implementation detail is not protected merely because it is technically complex.,,Approved,"Book I Decisions 5, 25, 26, 27, and 48","Book II Chapters 03, 05, and 18","Book III Chapters 3, 5, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0045` when it uses **Protected Action** with this exact governed meaning: An Action whose authority, privacy, security, safety, irreversibility, or constitutional impact requires explicit governed evaluation and evidence.",A dependent artifact uses **Protected Action** in a way that violates its required distinction: A routine implementation detail is not protected merely because it is technically complex.,HAL-REL-0052,A routine implementation detail is not protected merely because it is technically complex.,
HAL-TERM-0046,Intent,5,Cognition,Purpose object,"A governed expression of desired purpose, direction, or outcome attributable to an authorized source.","Intent is not a Plan, Action, Permission, or evidence that an outcome occurred.",,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0046` when it uses **Intent** with this exact governed meaning: A governed expression of desired purpose, direction, or outcome attributable to an authorized source.","A dependent artifact uses **Intent** in a way that violates its required distinction: Intent is not a Plan, Action, Permission, or evidence that an outcome occurred.",HAL-REL-0015,"Intent is not a Plan, Action, Permission, or evidence that an outcome occurred.",
HAL-TERM-0047,Vision,5,Cognition,Long-horizon intent,A durable directional state describing an intended future without fully specifying its execution path.,A Vision is broader and less operational than a Goal.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0047` when it uses **Vision** with this exact governed meaning: A durable directional state describing an intended future without fully specifying its execution path.,A dependent artifact uses **Vision** in a way that violates its required distinction: A Vision is broader and less operational than a Goal.,,A Vision is broader and less operational than a Goal.,
HAL-TERM-0048,Goal,5,Cognition,Outcome target,A governed desired outcome with success criteria and a time or review horizon.,A Goal does not by itself authorize Actions used to pursue it.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0048` when it uses **Goal** with this exact governed meaning: A governed desired outcome with success criteria and a time or review horizon.,A dependent artifact uses **Goal** in a way that violates its required distinction: A Goal does not by itself authorize Actions used to pursue it.,HAL-REL-0015; HAL-REL-0016; HAL-REL-0020,A Goal does not by itself authorize Actions used to pursue it.,
HAL-TERM-0049,Objective,5,Cognition,Measurable target,"A bounded, measurable target that advances a Goal and has explicit completion or evaluation criteria.","An Objective is not a Task; it states what must be achieved, not merely what work is performed.",,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0049` when it uses **Objective** with this exact governed meaning: A bounded, measurable target that advances a Goal and has explicit completion or evaluation criteria.","A dependent artifact uses **Objective** in a way that violates its required distinction: An Objective is not a Task; it states what must be achieved, not merely what work is performed.",HAL-REL-0016; HAL-REL-0017,"An Objective is not a Task; it states what must be achieved, not merely what work is performed.",
HAL-TERM-0050,Project,5,Cognition,Coordinated work container,"A governed body of related Objectives, Plans, Tasks, resources, decisions, and evidence organized toward a defined outcome.",A Project is not standing authority for every contained Action.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0050` when it uses **Project** with this exact governed meaning: A governed body of related Objectives, Plans, Tasks, resources, decisions, and evidence organized toward a defined outcome.",A dependent artifact uses **Project** in a way that violates its required distinction: A Project is not standing authority for every contained Action.,,A Project is not standing authority for every contained Action.,
HAL-TERM-0051,Task,5,Cognition,Work unit,"A bounded unit of work with responsibility, inputs, expected result, dependencies, and completion evidence.",Completing a Task is not equivalent to achieving the parent Objective or Goal.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0051` when it uses **Task** with this exact governed meaning: A bounded unit of work with responsibility, inputs, expected result, dependencies, and completion evidence.",A dependent artifact uses **Task** in a way that violates its required distinction: Completing a Task is not equivalent to achieving the parent Objective or Goal.,HAL-REL-0018,Completing a Task is not equivalent to achieving the parent Objective or Goal.,
HAL-TERM-0052,Strategy,5,Cognition,Approach selection,"A reasoned approach for advancing one or more Goals under known constraints, uncertainties, and tradeoffs.",A Strategy is not an executable Plan and does not bypass verification.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0052` when it uses **Strategy** with this exact governed meaning: A reasoned approach for advancing one or more Goals under known constraints, uncertainties, and tradeoffs.",A dependent artifact uses **Strategy** in a way that violates its required distinction: A Strategy is not an executable Plan and does not bypass verification.,,A Strategy is not an executable Plan and does not bypass verification.,
HAL-TERM-0053,Plan,5,Cognition,Coordinated intended work,"A governed arrangement of Tasks, dependencies, resources, decision points, verification steps, and recovery conditions intended to realize an Objective.","A Plan is not proof that Actions are permitted, executed, or successful.",,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0053` when it uses **Plan** with this exact governed meaning: A governed arrangement of Tasks, dependencies, resources, decision points, verification steps, and recovery conditions intended to realize an Objective.","A dependent artifact uses **Plan** in a way that violates its required distinction: A Plan is not proof that Actions are permitted, executed, or successful.",HAL-REL-0017; HAL-REL-0018,"A Plan is not proof that Actions are permitted, executed, or successful.",
HAL-TERM-0054,Plan Graph,5,Cognition,Planning representation,"A dependency graph of intended work, decisions, resources, and verification gates.","It represents intended coordination, not completed reality.",,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0054` when it uses **Plan Graph** with this exact governed meaning: A dependency graph of intended work, decisions, resources, and verification gates.","A dependent artifact uses **Plan Graph** in a way that violates its required distinction: It represents intended coordination, not completed reality.",,"It represents intended coordination, not completed reality.",
HAL-TERM-0055,Execution Graph,5,Cognition,Runtime representation,"The governed graph of actual Attempts, Actions, dependencies, outcomes, and evidence for an execution instance.",It must not be silently substituted for the Plan Graph when explaining divergence.,,Approved,"Book I Decisions 12, 18, and 46",Book II Chapters 06 and 07,"Book III Chapters 3, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0055` when it uses **Execution Graph** with this exact governed meaning: The governed graph of actual Attempts, Actions, dependencies, outcomes, and evidence for an execution instance.",A dependent artifact uses **Execution Graph** in a way that violates its required distinction: It must not be silently substituted for the Plan Graph when explaining divergence.,,It must not be silently substituted for the Plan Graph when explaining divergence.,
HAL-TERM-0056,Attention Object,5,Cognition,Prioritization record,"A durable object representing a candidate matter for bounded attention, including source, salience, urgency, risk, relevance, context, disposition, and evidence.","Attention is not Authority, approval, or a promise to act.",,Approved,Book I Decision 54,Book II Chapter 08,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0056` when it uses **Attention Object** with this exact governed meaning: A durable object representing a candidate matter for bounded attention, including source, salience, urgency, risk, relevance, context, disposition, and evidence.","A dependent artifact uses **Attention Object** in a way that violates its required distinction: Attention is not Authority, approval, or a promise to act.",,"Attention is not Authority, approval, or a promise to act.",
HAL-TERM-0057,Decision Object,5,Cognition,Decision record,"A durable record of a consequential decision including question, alternatives, authority context, evidence, uncertainty, judgment, rationale, selected disposition, and review conditions.",It records a decision and must not be used as a substitute for required Permission or execution evidence.,,Approved,Book I Decision 55,Book II Chapter 09,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0057` when it uses **Decision Object** with this exact governed meaning: A durable record of a consequential decision including question, alternatives, authority context, evidence, uncertainty, judgment, rationale, selected disposition, and review conditions.",A dependent artifact uses **Decision Object** in a way that violates its required distinction: It records a decision and must not be used as a substitute for required Permission or execution evidence.,HAL-REL-0019,It records a decision and must not be used as a substitute for required Permission or execution evidence.,
HAL-TERM-0058,Judgment,5,Cognition,Reasoned evaluation,"The context-sensitive evaluation that weighs evidence, uncertainty, values, consequences, proportionality, and restraint to reach or recommend a decision.",Judgment must not silently invent authority or conceal unresolved uncertainty.,,Approved,Book I Decision 55,Book II Chapter 09,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0058` when it uses **Judgment** with this exact governed meaning: The context-sensitive evaluation that weighs evidence, uncertainty, values, consequences, proportionality, and restraint to reach or recommend a decision.",A dependent artifact uses **Judgment** in a way that violates its required distinction: Judgment must not silently invent authority or conceal unresolved uncertainty.,HAL-REL-0019; HAL-REL-0036,Judgment must not silently invent authority or conceal unresolved uncertainty.,
HAL-TERM-0059,Uncertainty,5,Cognition,Epistemic condition,"A represented limitation in knowledge, evidence, prediction, interpretation, or confidence relevant to a claim or decision.",Uncertainty is not failure; unrepresented material uncertainty is a defect.,,Approved,Book I Decision 55,Book II Chapter 09,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0059` when it uses **Uncertainty** with this exact governed meaning: A represented limitation in knowledge, evidence, prediction, interpretation, or confidence relevant to a claim or decision.",A dependent artifact uses **Uncertainty** in a way that violates its required distinction: Uncertainty is not failure; unrepresented material uncertainty is a defect.,,Uncertainty is not failure; unrepresented material uncertainty is a defect.,
HAL-TERM-0060,Outcome Object,5,Cognition,Outcome record,"A durable record linking intended outcome, observed result, affected parties, evidence, side effects, confidence, and evaluation.","It is not equivalent to an Event, metric sample, or optimistic status assertion.",,Approved,Book I Decision 57,Book II Chapter 32,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0060` when it uses **Outcome Object** with this exact governed meaning: A durable record linking intended outcome, observed result, affected parties, evidence, side effects, confidence, and evaluation.","A dependent artifact uses **Outcome Object** in a way that violates its required distinction: It is not equivalent to an Event, metric sample, or optimistic status assertion.",HAL-REL-0020,"It is not equivalent to an Event, metric sample, or optimistic status assertion.",
HAL-TERM-0061,Success,5,Cognition,Evaluated condition,"A source-governed determination that relevant outcomes satisfy stated criteria without unacceptable constitutional, human, privacy, security, or reliability costs.","Task completion, activity volume, or a single metric does not by itself establish Success.",,Approved,Book I Decision 57,Book II Chapter 32,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0061` when it uses **Success** with this exact governed meaning: A source-governed determination that relevant outcomes satisfy stated criteria without unacceptable constitutional, human, privacy, security, or reliability costs.","A dependent artifact uses **Success** in a way that violates its required distinction: Task completion, activity volume, or a single metric does not by itself establish Success.",,"Task completion, activity volume, or a single metric does not by itself establish Success.",
HAL-TERM-0062,Capability,6,Capability,Implementation-independent contract,"An abstract ability defined by outcomes, inputs, outputs, constraints, required authority and permission classes, risks, side effects, and evaluation criteria.",Capability does not identify an implementation and does not grant authority to use the ability.,,Approved,Book I Decisions 10 and 36,Book II Chapter 15,"Book III Chapters 3, 5, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0062` when it uses **Capability** with this exact governed meaning: An abstract ability defined by outcomes, inputs, outputs, constraints, required authority and permission classes, risks, side effects, and evaluation criteria.",A dependent artifact uses **Capability** in a way that violates its required distinction: Capability does not identify an implementation and does not grant authority to use the ability.,HAL-REL-0021; HAL-REL-0022,Capability does not identify an implementation and does not grant authority to use the ability.,
HAL-TERM-0063,Capability Contract,6,Capability,Contract record,"The versioned specification of a Capability's semantic inputs, outputs, preconditions, effects, risks, authority requirements, evidence, and compatibility.",It is not a provider-specific API contract.,,Approved,Book I Decisions 10 and 36,Book II Chapter 15,"Book III Chapters 3, 5, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0063` when it uses **Capability Contract** with this exact governed meaning: The versioned specification of a Capability's semantic inputs, outputs, preconditions, effects, risks, authority requirements, evidence, and compatibility.",A dependent artifact uses **Capability Contract** in a way that violates its required distinction: It is not a provider-specific API contract.,HAL-REL-0021,It is not a provider-specific API contract.,
HAL-TERM-0064,Provider,6,Capability,Implementation role,"A component, service, model, person, device, or external system that can fulfill a Capability under a declared contract and trust context.",Being able to perform work does not authorize the Provider to perform it.,,Approved,Book I Decisions 10 and 36,Book II Chapter 15,"Book III Chapters 3, 5, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0064` when it uses **Provider** with this exact governed meaning: A component, service, model, person, device, or external system that can fulfill a Capability under a declared contract and trust context.",A dependent artifact uses **Provider** in a way that violates its required distinction: Being able to perform work does not authorize the Provider to perform it.,HAL-REL-0022; HAL-REL-0023,Being able to perform work does not authorize the Provider to perform it.,
HAL-TERM-0065,Adapter,6,Capability,Boundary component role,"A component that translates between a Capability Contract and a provider-specific interface while preserving authority, semantics, evidence, and failure behavior.",An Adapter must not smuggle provider semantics into the canonical Capability definition.,,Approved,Book I Decisions 10 and 36,Book II Chapter 15,"Book III Chapters 3, 5, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0065` when it uses **Adapter** with this exact governed meaning: A component that translates between a Capability Contract and a provider-specific interface while preserving authority, semantics, evidence, and failure behavior.",A dependent artifact uses **Adapter** in a way that violates its required distinction: An Adapter must not smuggle provider semantics into the canonical Capability definition.,HAL-REL-0023,An Adapter must not smuggle provider semantics into the canonical Capability definition.,
HAL-TERM-0066,Capability Registry,6,Capability,Authoritative registry,"The governed catalog of Capabilities, versions, Providers, constraints, authority classes, health, and selection metadata.",Registration does not establish permission for use or trustworthiness in every domain.,,Approved,Book I Decisions 10 and 36,Book II Chapter 15,"Book III Chapters 3, 5, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0066` when it uses **Capability Registry** with this exact governed meaning: The governed catalog of Capabilities, versions, Providers, constraints, authority classes, health, and selection metadata.",A dependent artifact uses **Capability Registry** in a way that violates its required distinction: Registration does not establish permission for use or trustworthiness in every domain.,,Registration does not establish permission for use or trustworthiness in every domain.,
HAL-TERM-0067,Action,6,Action,State-changing attempt,A governed attempt to produce an effect in authoritative state or the external world.,A read-only Query is not an Action; an Action is not proof of successful effect.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0067` when it uses **Action** with this exact governed meaning: A governed attempt to produce an effect in authoritative state or the external world.,A dependent artifact uses **Action** in a way that violates its required distinction: A read-only Query is not an Action; an Action is not proof of successful effect.,HAL-REL-0024,A read-only Query is not an Action; an Action is not proof of successful effect.,
HAL-TERM-0068,Attempt,6,Action,Execution instance,"One attributable execution effort for a Task, Action, or verification step with its own timing, context, result, and evidence.",A retry is a new Attempt even when it shares an idempotency key.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0068` when it uses **Attempt** with this exact governed meaning: One attributable execution effort for a Task, Action, or verification step with its own timing, context, result, and evidence.",A dependent artifact uses **Attempt** in a way that violates its required distinction: A retry is a new Attempt even when it shares an idempotency key.,,A retry is a new Attempt even when it shares an idempotency key.,
HAL-TERM-0069,Transaction,6,Action,Governed action lifecycle,"The durable coordination object for one or more Actions, including authorization, prepare, commit, result, evidence, rollback, and compensation states.",It is broader than a database transaction and must not imply atomic reversibility of external effects.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0069` when it uses **Transaction** with this exact governed meaning: The durable coordination object for one or more Actions, including authorization, prepare, commit, result, evidence, rollback, and compensation states.",A dependent artifact uses **Transaction** in a way that violates its required distinction: It is broader than a database transaction and must not imply atomic reversibility of external effects.,HAL-REL-0024,It is broader than a database transaction and must not imply atomic reversibility of external effects.,HAL-TRANS-0008; HAL-TRANS-0009; HAL-TRANS-0010; HAL-TRANS-0011; HAL-TRANS-0012; HAL-TRANS-0013
HAL-TERM-0070,Commit Barrier,6,Action,Irreversibility gate,The explicit governed point after which a proposed change may create authoritative or real-world effects that cannot be treated as merely simulated or prepared.,Passing a Commit Barrier requires the applicable authority and verification; preparation alone must not cross it.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0070` when it uses **Commit Barrier** with this exact governed meaning: The explicit governed point after which a proposed change may create authoritative or real-world effects that cannot be treated as merely simulated or prepared.,A dependent artifact uses **Commit Barrier** in a way that violates its required distinction: Passing a Commit Barrier requires the applicable authority and verification; preparation alone must not cross it.,,Passing a Commit Barrier requires the applicable authority and verification; preparation alone must not cross it.,
HAL-TERM-0071,Rollback,6,Action,Reversal operation,A controlled restoration of a prior recoverable state when the relevant effects are truthfully reversible.,Rollback must not claim to erase external or human effects that already occurred.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0071` when it uses **Rollback** with this exact governed meaning: A controlled restoration of a prior recoverable state when the relevant effects are truthfully reversible.,A dependent artifact uses **Rollback** in a way that violates its required distinction: Rollback must not claim to erase external or human effects that already occurred.,,Rollback must not claim to erase external or human effects that already occurred.,
HAL-TERM-0072,Compensation,6,Action,Remedial operation,"A new governed Action that mitigates, offsets, or repairs effects that cannot truthfully be undone.",Compensation is not Rollback and may require independent authority and evidence.,,Approved,"Book I Decisions 16, 35, and 50",Book II Chapter 16,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0072` when it uses **Compensation** with this exact governed meaning: A new governed Action that mitigates, offsets, or repairs effects that cannot truthfully be undone.",A dependent artifact uses **Compensation** in a way that violates its required distinction: Compensation is not Rollback and may require independent authority and evidence.,,Compensation is not Rollback and may require independent authority and evidence.,
HAL-TERM-0073,Reality Boundary,6,Action,Governed environment boundary,"The explicit separation among simulation, digital twin, shadow, test, canary, controlled-reality, production, recovery, and emergency contexts.","Non-reality authority, data, or effects must not leak across this boundary into reality.",,Approved,Book I Decision 50,Book II Chapter 17,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0073` when it uses **Reality Boundary** with this exact governed meaning: The explicit separation among simulation, digital twin, shadow, test, canary, controlled-reality, production, recovery, and emergency contexts.","A dependent artifact uses **Reality Boundary** in a way that violates its required distinction: Non-reality authority, data, or effects must not leak across this boundary into reality.",HAL-REL-0025,"Non-reality authority, data, or effects must not leak across this boundary into reality.",
HAL-TERM-0074,Simulation,6,Verification,Non-reality environment,An execution environment whose effects are confined to modeled or synthetic state and cannot directly alter production or external reality.,High apparent fidelity does not make a Simulation production.,,Approved,Book I Decision 50,Book II Chapter 17,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0074` when it uses **Simulation** with this exact governed meaning: An execution environment whose effects are confined to modeled or synthetic state and cannot directly alter production or external reality.,A dependent artifact uses **Simulation** in a way that violates its required distinction: High apparent fidelity does not make a Simulation production.,,High apparent fidelity does not make a Simulation production.,
HAL-TERM-0075,Digital Twin,6,Verification,Modeled counterpart,"A governed model of selected real entities, relationships, state, and dynamics used to evaluate behavior without treating modeled effects as real effects.",A Digital Twin is bounded by declared fidelity and must not be mistaken for the represented reality.,,Approved,Book I Decision 50,Book II Chapter 17,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0075` when it uses **Digital Twin** with this exact governed meaning: A governed model of selected real entities, relationships, state, and dynamics used to evaluate behavior without treating modeled effects as real effects.",A dependent artifact uses **Digital Twin** in a way that violates its required distinction: A Digital Twin is bounded by declared fidelity and must not be mistaken for the represented reality.,,A Digital Twin is bounded by declared fidelity and must not be mistaken for the represented reality.,
HAL-TERM-0076,Shadow Execution,6,Verification,Non-committing execution mode,Execution using live or representative inputs while preventing proposed outputs from producing authoritative or external effects.,Shadow results do not authorize promotion without the required review and certification.,,Approved,Book I Decision 50,Book II Chapter 17,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0076` when it uses **Shadow Execution** with this exact governed meaning: Execution using live or representative inputs while preventing proposed outputs from producing authoritative or external effects.,A dependent artifact uses **Shadow Execution** in a way that violates its required distinction: Shadow results do not authorize promotion without the required review and certification.,,Shadow results do not authorize promotion without the required review and certification.,
HAL-TERM-0077,Canary,6,Verification,Limited reality stage,A deliberately constrained real execution stage used to accumulate evidence before broader adoption.,"A Canary crosses the Reality Boundary and therefore requires real authority, containment, and rollback or compensation.",,Approved,Book I Decision 50,Book II Chapter 17,"Book III Chapters 3, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0077` when it uses **Canary** with this exact governed meaning: A deliberately constrained real execution stage used to accumulate evidence before broader adoption.,"A dependent artifact uses **Canary** in a way that violates its required distinction: A Canary crosses the Reality Boundary and therefore requires real authority, containment, and rollback or compensation.",HAL-REL-0025,"A Canary crosses the Reality Boundary and therefore requires real authority, containment, and rollback or compensation.",
HAL-TERM-0078,Evidence Candidate,7,Evidence,Pre-admission record,"An observation, telemetry item, document, Audit Record, claim, or other integrity-protected input proposed for admission as an Evidence Object.",It is not authoritative Evidence until accepted through the Evidence Service's governed admission and custody process.,,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0078` when it uses **Evidence Candidate** with this exact governed meaning: An observation, telemetry item, document, Audit Record, claim, or other integrity-protected input proposed for admission as an Evidence Object.",A dependent artifact uses **Evidence Candidate** in a way that violates its required distinction: It is not authoritative Evidence until accepted through the Evidence Service's governed admission and custody process.,HAL-REL-0026,It is not authoritative Evidence until accepted through the Evidence Service's governed admission and custody process.,HAL-TRANS-0014
HAL-TERM-0079,Evidence Object,7,Evidence,Immutable provenance-bearing record,"An immutable object admitted and governed by the authoritative Evidence Service that records provenance, custody, source identity, observation or claim content, time, signatures, verification state, confidence, domain, and expiration metadata.",An Evidence Object must not be mutated to revise a conclusion; later objects supersede or challenge it.,Evidence,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0079` when it uses **Evidence Object** with this exact governed meaning: An immutable object admitted and governed by the authoritative Evidence Service that records provenance, custody, source identity, observation or claim content, time, signatures, verification state, confidence, domain, and expiration metadata.",A dependent artifact uses **Evidence Object** in a way that violates its required distinction: An Evidence Object must not be mutated to revise a conclusion; later objects supersede or challenge it.,HAL-REL-0026; HAL-REL-0027; HAL-REL-0028; HAL-REL-0053,An Evidence Object must not be mutated to revise a conclusion; later objects supersede or challenge it.,
HAL-TERM-0080,Audit Record,7,Evidence,Protected accountability record,"An append-only record of a protected action, authorization, decision, access, or change owned by the applicable audit domain.",An Audit Record may produce an Evidence Candidate but is not automatically a general Evidence Object.,audit log entry,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0080` when it uses **Audit Record** with this exact governed meaning: An append-only record of a protected action, authorization, decision, access, or change owned by the applicable audit domain.",A dependent artifact uses **Audit Record** in a way that violates its required distinction: An Audit Record may produce an Evidence Candidate but is not automatically a general Evidence Object.,,An Audit Record may produce an Evidence Candidate but is not automatically a general Evidence Object.,
HAL-TERM-0081,Provenance,7,Evidence,Origin history,"The attributable origin, derivation, transformation, and custody history of an artifact, datum, claim, model, decision, or Evidence Object.",A source label without derivation and custody context is incomplete provenance.,,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0081` when it uses **Provenance** with this exact governed meaning: The attributable origin, derivation, transformation, and custody history of an artifact, datum, claim, model, decision, or Evidence Object.",A dependent artifact uses **Provenance** in a way that violates its required distinction: A source label without derivation and custody context is incomplete provenance.,,A source label without derivation and custody context is incomplete provenance.,
