contract_id,interface_id,component_id,kind,name,provider,consumers,route,schema_id,security_profile,delivery_profile,status
IX-C-0102,CMP-11-IF-02,CMP-11,Command,Renew Lease,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/renew-lease,urn:hal:book-ix:ix-c-0102:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0103,CMP-11-IF-03,CMP-11,Command,Record Logical Time,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/record-logical-time,urn:hal:book-ix:ix-c-0103:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0104,CMP-11-IF-04,CMP-11,Command,Declare Time Source Degraded,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/declare-time-source-degraded,urn:hal:book-ix:ix-c-0104:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0105,CMP-11-IF-05,CMP-11,Query,Get Current Time Context,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/get-current-time-context,urn:hal:book-ix:ix-c-0105:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0106,CMP-11-IF-06,CMP-11,Query,Compare Causality,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/compare-causality,urn:hal:book-ix:ix-c-0106:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0107,CMP-11-IF-07,CMP-11,Query,Get Freshness,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/get-freshness,urn:hal:book-ix:ix-c-0107:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0108,CMP-11-IF-08,CMP-11,Event,Lease Issued,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/lease-issued,urn:hal:book-ix:ix-c-0108:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0109,CMP-11-IF-09,CMP-11,Event,Lease Expired,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/lease-expired,urn:hal:book-ix:ix-c-0109:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0110,CMP-11-IF-10,CMP-11,Event,Time Source Degraded,Temporal Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-11/time-source-degraded,urn:hal:book-ix:ix-c-0110:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0111,CMP-12-IF-01,CMP-12,Command,Create Presence,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/create-presence,urn:hal:book-ix:ix-c-0111:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0112,CMP-12-IF-02,CMP-12,Command,Bind Embodiment,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/bind-embodiment,urn:hal:book-ix:ix-c-0112:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0113,CMP-12-IF-03,CMP-12,Command,Handoff Presence,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/handoff-presence,urn:hal:book-ix:ix-c-0113:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0114,CMP-12-IF-04,CMP-12,Command,End Presence,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/end-presence,urn:hal:book-ix:ix-c-0114:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0115,CMP-12-IF-05,CMP-12,Query,Get Presence Context,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/get-presence-context,urn:hal:book-ix:ix-c-0115:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0116,CMP-12-IF-06,CMP-12,Query,List Embodiments,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/list-embodiments,urn:hal:book-ix:ix-c-0116:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0117,CMP-12-IF-07,CMP-12,Query,Get Audience Context,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/get-audience-context,urn:hal:book-ix:ix-c-0117:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0118,CMP-12-IF-08,CMP-12,Event,Presence Created,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/presence-created,urn:hal:book-ix:ix-c-0118:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0119,CMP-12-IF-09,CMP-12,Event,Embodiment Bound,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/embodiment-bound,urn:hal:book-ix:ix-c-0119:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0120,CMP-12-IF-10,CMP-12,Event,Presence Handed Off,Presence and Embodiment Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-12/presence-handed-off,urn:hal:book-ix:ix-c-0120:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0121,CMP-13-IF-01,CMP-13,Command,Register Capability,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/register-capability,urn:hal:book-ix:ix-c-0121:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0122,CMP-13-IF-02,CMP-13,Command,Register Provider,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/register-provider,urn:hal:book-ix:ix-c-0122:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0123,CMP-13-IF-03,CMP-13,Command,Qualify Provider,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/qualify-provider,urn:hal:book-ix:ix-c-0123:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0124,CMP-13-IF-04,CMP-13,Command,Retire Adapter,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/retire-adapter,urn:hal:book-ix:ix-c-0124:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0125,CMP-13-IF-05,CMP-13,Query,Discover Capability,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/discover-capability,urn:hal:book-ix:ix-c-0125:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0126,CMP-13-IF-06,CMP-13,Query,Get Provider Qualification,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/get-provider-qualification,urn:hal:book-ix:ix-c-0126:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0127,CMP-13-IF-07,CMP-13,Query,Resolve Adapter,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/resolve-adapter,urn:hal:book-ix:ix-c-0127:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0128,CMP-13-IF-08,CMP-13,Event,Capability Registered,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/capability-registered,urn:hal:book-ix:ix-c-0128:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0129,CMP-13-IF-09,CMP-13,Event,Provider Qualified,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/provider-qualified,urn:hal:book-ix:ix-c-0129:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0130,CMP-13-IF-10,CMP-13,Event,Provider Quarantined,Capability Registry,Authorized HAL components and operators with declared need,/hal/v1/cmp-13/provider-quarantined,urn:hal:book-ix:ix-c-0130:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0131,CMP-14-IF-01,CMP-14,Command,Propose Action,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/propose-action,urn:hal:book-ix:ix-c-0131:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0132,CMP-14-IF-02,CMP-14,Command,Prepare Transaction,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/prepare-transaction,urn:hal:book-ix:ix-c-0132:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0133,CMP-14-IF-03,CMP-14,Command,Commit Transaction,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/commit-transaction,urn:hal:book-ix:ix-c-0133:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0134,CMP-14-IF-04,CMP-14,Command,Rollback Transaction,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/rollback-transaction,urn:hal:book-ix:ix-c-0134:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0135,CMP-14-IF-05,CMP-14,Command,Begin Compensation,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/begin-compensation,urn:hal:book-ix:ix-c-0135:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0136,CMP-14-IF-06,CMP-14,Query,Get Transaction State,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/get-transaction-state,urn:hal:book-ix:ix-c-0136:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0137,CMP-14-IF-07,CMP-14,Query,Explain Commit Decision,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/explain-commit-decision,urn:hal:book-ix:ix-c-0137:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0138,CMP-14-IF-08,CMP-14,Query,Get Idempotency Result,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/get-idempotency-result,urn:hal:book-ix:ix-c-0138:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0139,CMP-14-IF-09,CMP-14,Event,Action Authorized,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/action-authorized,urn:hal:book-ix:ix-c-0139:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0140,CMP-14-IF-10,CMP-14,Event,Transaction Committed,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/transaction-committed,urn:hal:book-ix:ix-c-0140:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0141,CMP-14-IF-11,CMP-14,Event,Transaction Rolled Back,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/transaction-rolled-back,urn:hal:book-ix:ix-c-0141:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0142,CMP-14-IF-12,CMP-14,Event,Compensation Started,Action and Transaction Engine,Authorized HAL components and operators with declared need,/hal/v1/cmp-14/compensation-started,urn:hal:book-ix:ix-c-0142:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0143,CMP-15-IF-01,CMP-15,Command,Start Verification,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/start-verification,urn:hal:book-ix:ix-c-0143:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0144,CMP-15-IF-02,CMP-15,Command,Record Verification Result,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/record-verification-result,urn:hal:book-ix:ix-c-0144:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0145,CMP-15-IF-03,CMP-15,Command,Invalidate Result,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/invalidate-result,urn:hal:book-ix:ix-c-0145:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0146,CMP-15-IF-04,CMP-15,Command,Request Reproduction,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/request-reproduction,urn:hal:book-ix:ix-c-0146:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0147,CMP-15-IF-05,CMP-15,Query,Get Verification Result,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/get-verification-result,urn:hal:book-ix:ix-c-0147:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0148,CMP-15-IF-06,CMP-15,Query,Explain Confidence,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/explain-confidence,urn:hal:book-ix:ix-c-0148:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0149,CMP-15-IF-07,CMP-15,Query,List Defeaters,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/list-defeaters,urn:hal:book-ix:ix-c-0149:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0150,CMP-15-IF-08,CMP-15,Event,Verification Started,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/verification-started,urn:hal:book-ix:ix-c-0150:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0151,CMP-15-IF-09,CMP-15,Event,Claim Verified,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/claim-verified,urn:hal:book-ix:ix-c-0151:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0152,CMP-15-IF-10,CMP-15,Event,Claim Falsified,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/claim-falsified,urn:hal:book-ix:ix-c-0152:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0153,CMP-15-IF-11,CMP-15,Event,Result Invalidated,Verification Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-15/result-invalidated,urn:hal:book-ix:ix-c-0153:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0154,CMP-16-IF-01,CMP-16,Command,Create Simulation,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/create-simulation,urn:hal:book-ix:ix-c-0154:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0155,CMP-16-IF-02,CMP-16,Command,Load Twin State,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/load-twin-state,urn:hal:book-ix:ix-c-0155:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0156,CMP-16-IF-03,CMP-16,Command,Run Scenario,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/run-scenario,urn:hal:book-ix:ix-c-0156:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0157,CMP-16-IF-04,CMP-16,Command,Inject Failure,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/inject-failure,urn:hal:book-ix:ix-c-0157:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0158,CMP-16-IF-05,CMP-16,Command,Terminate Simulation,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/terminate-simulation,urn:hal:book-ix:ix-c-0158:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0159,CMP-16-IF-06,CMP-16,Query,Get Scenario Result,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/get-scenario-result,urn:hal:book-ix:ix-c-0159:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0160,CMP-16-IF-07,CMP-16,Query,Get Fidelity Score,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/get-fidelity-score,urn:hal:book-ix:ix-c-0160:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0161,CMP-16-IF-08,CMP-16,Query,Get Isolation Status,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/get-isolation-status,urn:hal:book-ix:ix-c-0161:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0162,CMP-16-IF-09,CMP-16,Event,Simulation Started,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/simulation-started,urn:hal:book-ix:ix-c-0162:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0163,CMP-16-IF-10,CMP-16,Event,Scenario Completed,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/scenario-completed,urn:hal:book-ix:ix-c-0163:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0164,CMP-16-IF-11,CMP-16,Event,Isolation Breach Detected,Simulation and Digital Twin Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-16/isolation-breach-detected,urn:hal:book-ix:ix-c-0164:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0165,CMP-17-IF-01,CMP-17,Command,Request Trust Assessment,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/request-trust-assessment,urn:hal:book-ix:ix-c-0165:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0166,CMP-17-IF-02,CMP-17,Command,Update Trust Dimension,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/update-trust-dimension,urn:hal:book-ix:ix-c-0166:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0167,CMP-17-IF-03,CMP-17,Command,Invalidate Assessment,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/invalidate-assessment,urn:hal:book-ix:ix-c-0167:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0168,CMP-17-IF-04,CMP-17,Query,Get Trust Assessment,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/get-trust-assessment,urn:hal:book-ix:ix-c-0168:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0169,CMP-17-IF-05,CMP-17,Query,Explain Trust Basis,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/explain-trust-basis,urn:hal:book-ix:ix-c-0169:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0170,CMP-17-IF-06,CMP-17,Query,List Expiring Assessments,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/list-expiring-assessments,urn:hal:book-ix:ix-c-0170:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0171,CMP-17-IF-07,CMP-17,Event,Trust Assessed,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/trust-assessed,urn:hal:book-ix:ix-c-0171:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0172,CMP-17-IF-08,CMP-17,Event,Trust Degraded,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/trust-degraded,urn:hal:book-ix:ix-c-0172:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0173,CMP-17-IF-09,CMP-17,Event,Assessment Expired,Trust Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-17/assessment-expired,urn:hal:book-ix:ix-c-0173:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0174,CMP-18-IF-01,CMP-18,Command,Submit Evidence Candidate,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/submit-evidence-candidate,urn:hal:book-ix:ix-c-0174:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0175,CMP-18-IF-02,CMP-18,Command,Admit Evidence Object,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/admit-evidence-object,urn:hal:book-ix:ix-c-0175:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0176,CMP-18-IF-03,CMP-18,Command,Challenge Evidence,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/challenge-evidence,urn:hal:book-ix:ix-c-0176:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0177,CMP-18-IF-04,CMP-18,Command,Record Supersession,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/record-supersession,urn:hal:book-ix:ix-c-0177:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0178,CMP-18-IF-05,CMP-18,Query,Get Evidence Object,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/get-evidence-object,urn:hal:book-ix:ix-c-0178:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0179,CMP-18-IF-06,CMP-18,Query,Trace Custody,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/trace-custody,urn:hal:book-ix:ix-c-0179:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0180,CMP-18-IF-07,CMP-18,Query,Verify Evidence Integrity,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/verify-evidence-integrity,urn:hal:book-ix:ix-c-0180:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0181,CMP-18-IF-08,CMP-18,Event,Evidence Admitted,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/evidence-admitted,urn:hal:book-ix:ix-c-0181:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0182,CMP-18-IF-09,CMP-18,Event,Evidence Challenged,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/evidence-challenged,urn:hal:book-ix:ix-c-0182:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0183,CMP-18-IF-10,CMP-18,Event,Evidence Superseded,Evidence Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-18/evidence-superseded,urn:hal:book-ix:ix-c-0183:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0184,CMP-19-IF-01,CMP-19,Command,Classify Data,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/classify-data,urn:hal:book-ix:ix-c-0184:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0185,CMP-19-IF-02,CMP-19,Command,Authorize Purpose,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/authorize-purpose,urn:hal:book-ix:ix-c-0185:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0186,CMP-19-IF-03,CMP-19,Command,Set Retention,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/set-retention,urn:hal:book-ix:ix-c-0186:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0187,CMP-19-IF-04,CMP-19,Command,Order Deletion,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/order-deletion,urn:hal:book-ix:ix-c-0187:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0188,CMP-19-IF-05,CMP-19,Command,Restrict Disclosure,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/restrict-disclosure,urn:hal:book-ix:ix-c-0188:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0189,CMP-19-IF-06,CMP-19,Query,Get Data Policy,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/get-data-policy,urn:hal:book-ix:ix-c-0189:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0190,CMP-19-IF-07,CMP-19,Query,Evaluate Data Use,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/evaluate-data-use,urn:hal:book-ix:ix-c-0190:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0191,CMP-19-IF-08,CMP-19,Query,Get Deletion Status,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/get-deletion-status,urn:hal:book-ix:ix-c-0191:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0192,CMP-19-IF-09,CMP-19,Event,Data Classified,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/data-classified,urn:hal:book-ix:ix-c-0192:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0193,CMP-19-IF-10,CMP-19,Event,Purpose Authorized,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/purpose-authorized,urn:hal:book-ix:ix-c-0193:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0194,CMP-19-IF-11,CMP-19,Event,Deletion Completed,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/deletion-completed,urn:hal:book-ix:ix-c-0194:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0195,CMP-19-IF-12,CMP-19,Event,Use Denied,Privacy and Data Governance Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-19/use-denied,urn:hal:book-ix:ix-c-0195:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0196,CMP-20-IF-01,CMP-20,Command,Open Domain Session,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/open-domain-session,urn:hal:book-ix:ix-c-0196:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0197,CMP-20-IF-02,CMP-20,Command,Authorize Exchange,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/authorize-exchange,urn:hal:book-ix:ix-c-0197:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0198,CMP-20-IF-03,CMP-20,Command,Terminate Exchange,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/terminate-exchange,urn:hal:book-ix:ix-c-0198:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0199,CMP-20-IF-04,CMP-20,Command,Quarantine Payload,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/quarantine-payload,urn:hal:book-ix:ix-c-0199:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0200,CMP-20-IF-05,CMP-20,Query,Get Firewall Decision,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/get-firewall-decision,urn:hal:book-ix:ix-c-0200:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0201,CMP-20-IF-06,CMP-20,Query,Get Active Treaty View,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/get-active-treaty-view,urn:hal:book-ix:ix-c-0201:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0202,CMP-20-IF-07,CMP-20,Query,Explain Denial,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/explain-denial,urn:hal:book-ix:ix-c-0202:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
