control_id,title,requirement,applicability,responsible_role,enforcement,evidence,severity,exception_authority,source,chapter,automation
RLS-09-007,Observe after release,"Post-release validation MUST compare expected and observed health, outcomes, harms, authority denials, privacy events, resource use, and rollback readiness during a declared window.",all releases,Release Owner,observation gate,Post-Release Validation Report,High,Release Authority,"Book I Decisions 35, 38-43, 47-51, 56, 58; Book II Chapters 27, 32-35; Book III Chapters 7-9; Book IV CMP-15, CMP-18, CMP-23-26",09,Automated + human review
RLS-09-008,Deny uncertified execution,R2-R4 artifacts without a current applicable certificate MUST NOT receive protected work or cross the Reality Boundary.,R2-R4 deployments,Runtime Supervisor owner,admission enforcement,runtime admission log,Critical,none,"Book I Decisions 35, 38-43, 47-51, 56, 58; Book II Chapters 27, 32-35; Book III Chapters 7-9; Book IV CMP-15, CMP-18, CMP-23-26",09,Human review with recorded evidence
TRT-10-001,Certify the exact Treaty,"Treaty certification MUST bind the signed Treaty version, parties, identities, purposes, data classes, capabilities, directions, constraints, duration, audit, incident, suspension, and revocation terms.",Treaties,Treaty Steward,Treaty completeness gate,Treaty Assurance Case,Critical,none,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Automated + human review
TRT-10-002,Preserve Owner approval,"A Treaty certificate MUST NOT activate, extend, renew, or reinterpret a Treaty without the Owner approval required by Book I.",Treaties,Certification Authority,Owner-approval gate,approval ceremony evidence,Critical,Owner,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Automated + human review
TRT-10-003,Verify counterpart identity and controls,"External assurance MUST verify counterpart identity, authorized endpoints, provenance, security controls, privacy duties, evidence quality, and revocation reachability.",external domains,Trust Assessor,external assessment,External Assurance Report,Critical,none,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Human review with recorded evidence
TRT-10-004,Test Firewall enforcement,"Certification MUST prove the Constitutional Firewall denies exchanges that are unsigned, expired, suspended, revoked, replayed, directionally wrong, over-purpose, over-data, or over-capability.",Treaty interfaces,Firewall Owner,negative gateway suite,Firewall Conformance Report,Critical,none,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Automated + human review
TRT-10-005,Minimize cross-domain evidence,"Evidence exchange MUST disclose only Treaty-authorized, purpose-bound, minimized material and MUST preserve classification, provenance, custody, retention, and deletion duties.",cross-domain evidence,Privacy Assessor,data-flow review,Cross-Domain Evidence Manifest,Critical,none,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Human review with recorded evidence
TRT-10-006,Exercise suspension and revocation,"Treaty certification MUST test propagation, cached-state invalidation, in-flight handling, data quarantine, notification, audit, and recovery after suspension or revocation.",Treaties,Treaty Steward,revocation drill,Treaty Revocation Exercise,Critical,none,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Human review with recorded evidence
TRT-10-007,Bound external assurance reliance,"Third-party attestations MAY support claims but MUST state scope, method, competence, independence, validity, and untested assumptions; they MUST NOT replace HAL verification where effects enter HAL.",external evidence,Certification Authority,attestation review,Reliance Assessment,High,Certification Authority,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Human review with recorded evidence
TRT-10-008,Recertify on material Treaty change,"Party, identity, purpose, data class, capability, direction, control, duration, jurisdiction, or risk changes MUST trigger Treaty reapproval and recertification as applicable.",Treaty changes,Treaty Steward,change detector,Treaty Recertification Record,Critical,Owner,"Book I Decisions 24-29, 38-43, 47-50, 56, 58; Book II Chapters 18, 20, 21, 35; Book III Chapters 5-9; Book IV CMP-17-21",10,Human review with recorded evidence
DEC-11-001,Use canonical decision states,"Certification Decisions MUST use Candidate, Under Review, Certified, Certified with Conditions, Suspended, Revoked, Expired, or Superseded.",all certificates,Certification Authority,state-machine enforcement,Certification Decision,High,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Human review with recorded evidence
DEC-11-002,Forbid partial ambiguity,"A decision MUST state exactly which claims passed, failed, or remain inconclusive; a target-level label MUST NOT conceal failed critical claims.",all decisions,Certification Authority,decision consistency check,claim disposition table,Critical,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Automated + human review
DEC-11-003,Time-bound conditions,"Conditions MUST identify requirement, compensating control, accountable owner, evidence, review date, expiry, and automatic consequence; constitutional invariants are never conditional.",conditional certificates,Assurance Governor,condition monitor,Certification Condition Record,Critical,Assurance Governor,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Human review with recorded evidence
DEC-11-004,Suspend promptly,"Loss of critical evidence, incident impact, material drift, expired condition, failed continuous control, or uncertain applicability MUST suspend affected certification pending review.",active certificates,Certification Authority,automatic suspension triggers,Suspension Record,Critical,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Human review with recorded evidence
DEC-11-005,Revoke when basis is invalid,"Fraud, evidence tampering, fundamental claim falsification, prohibited authority expansion, irreparable scope mismatch, or uncorrected critical breach MUST revoke the certificate.",active certificates,Certification Authority,revocation review,Revocation Decision,Critical,Assurance Governor,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Human review with recorded evidence
DEC-11-006,Propagate status,"Suspension, revocation, expiry, and supersession MUST propagate to registries, runtimes, release gates, dependent certificates, operators, and Treaty peers where authorized.",status changes,Certification Authority,propagation receipt check,Status Propagation Manifest,Critical,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Automated + human review
DEC-11-007,Fail closed on status uncertainty,"When current certification status cannot be established for protected work, admission MUST be denied or constrained to evidence collection and recovery under declared containment and admission criteria.",protected work,Runtime Supervisor owner,runtime policy test,denial evidence,Critical,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Human review with recorded evidence
DEC-11-008,Require fresh reinstatement evidence,"Reinstatement MUST address the trigger, root cause, corrective action, affected claims, regression scope, reproduction, independent review, and new validity period.",suspended targets,Target Owner,reinstatement gate,Reinstatement Decision,Critical,none,"Book I Decisions 40, 43, 47-50, 56, 58; Book II Chapters 17, 27, 35; Book III Chapters 1, 7-9; Book IV CMP-01, CMP-15, CMP-25-26",11,Automated + human review
EVD-12-001,Retain decision evidence,"Evidence MUST be retained for the certificate lifetime plus the applicable audit, incident, legal, recovery, and supersession horizon; deletion holds MUST be explicit and authorized.",certification evidence,Evidence Custodian,retention-policy gate,Retention Schedule,High,Certification Authority,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Automated + human review
EVD-12-002,Minimize retained content,"Evidence stores MUST retain the least content sufficient to prove claims and MUST prefer digests, references, redaction, segmentation, and access decisions over unnecessary sensitive payloads.",all evidence,Privacy Assessor,data-minimization review,Evidence Data Inventory,Critical,none,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Human review with recorded evidence
EVD-12-003,Protect integrity and custody,"Evidence MUST use content identity, source identity, time context, custody events, access records, verification state, classification, and supersession links.",all evidence,Evidence Custodian,integrity validation,Chain-of-Custody Record,Critical,none,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Automated + human review
EVD-12-004,Make reports reconstructable,"Certification reports MUST allow a qualified reviewer to reconstruct scope, methods, environments, evidence, reasoning, findings, dissent, conditions, decision, and validity.",all certificates,Certification Authority,report completeness gate,Certification Report,High,none,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Automated + human review
EVD-12-005,Qualify assurance tools,"Tools that generate, transform, select, score, summarize, or gate critical evidence MUST be versioned, access-controlled, validated for intended use, monitored, and independently checked.",critical tools,Tool Owner,tool qualification,Tool Qualification Record,Critical,none,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Human review with recorded evidence
EVD-12-006,Control automated decisions,"Automation MAY execute rules and recommend dispositions but MUST expose inputs, versions, logic, failures, and overrides; it MUST NOT silently waive a failed critical control.",automated assurance,Tool Owner,decision-log validation,Automation Decision Record,Critical,none,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Automated + human review
EVD-12-007,Provide authorized audit access,"Auditors MUST receive sufficient, classification-aware, read-only access to verify claims without obtaining unrelated personal data, secrets, or operational authority.",audits,Audit Lead,access review,Audit Access Record,High,Certification Authority,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Human review with recorded evidence
EVD-12-008,Dispose verifiably,"Evidence disposal MUST be authorized, logged, propagated to replicas and backups according to policy, and verified without destroying records still required for constitutional, incident, or certificate accountability.",expired evidence,Evidence Custodian,disposal verification,Disposal Certificate,High,Certification Authority,"Book I Decisions 26, 40, 43, 47-50, 55-58; Book II Chapters 18, 25, 35; Book III Chapters 1, 4-6, 8-9; Book IV CMP-18, CMP-19, CMP-24",12,Human review with recorded evidence
REF-13-001,Use stable control identifiers,"Every consequential Book VIII control MUST have a unique stable identifier and catalog record containing requirement, applicability, role, method, evidence, severity, authority, sources, chapter, and automation status.",all controls,Catalog Custodian,catalog-schema validation,Verification and Certification Catalog,High,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Automated + human review
REF-13-002,Use controlled templates,"Verification Plans, Assurance Cases, Evidence Manifests, Certification Decisions, exceptions, and reports MUST use controlled versioned templates or demonstrably equivalent schemas.",all assurance work,Verification Lead,artifact-schema gate,completed controlled artifact,High,Certification Authority,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Automated + human review
REF-13-003,Complete certification checklists,"Certification Authorities MUST complete the applicable component, capability, release, Treaty, Reality Boundary, and suspension checklists before decision.",certification decisions,Certification Authority,workflow gate,signed checklist,High,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Automated + human review
REF-13-004,Maintain bidirectional traceability,"Books I-IV and X sources MUST map to Book VIII claims and controls, and every Book VIII control MUST map back to its governing source or declared implementation flexibility.",all controls,Catalog Custodian,matrix validation,bidirectional traceability matrices,Critical,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Automated + human review
REF-13-005,Test the assurance system,"The verification and certification process itself MUST undergo failure, access-control, evidence-tampering, stale-status, propagation, and recovery tests.",assurance platform,Audit Lead,meta-assurance suite,Assurance-System Test Report,Critical,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Human review with recorded evidence
REF-13-006,Govern deviations,"A deviation from architecture MUST follow Book III architecture governance; an assurance exception MUST be time-bounded, risk-assessed, compensated, approved, monitored, and unable to waive constitutional invariants.",exceptions,Assurance Governor,exception workflow,Exception Record,Critical,Assurance Governor,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Human review with recorded evidence
REF-13-007,Measure meaningful performance,"Program metrics MUST cover claim coverage, evidence freshness, reproduction success, escaped defects, calibration, invalidation latency, suspension propagation, waiver age, and verification burden—not pass counts alone.",program reporting,Assurance Governor,metric-quality review,Assurance Dashboard Evidence,High,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Human review with recorded evidence
REF-13-008,Certify only complete packages,"A certification package MUST NOT be marked complete while a mandatory artifact, critical claim, review, traceability link, Book IX reconciliation item applicable to implemented protocols, or known limitation is absent.",all packages,Certification Authority,completion gate,Certification Package Manifest,Critical,none,"Book I Decisions 40, 43, 47-51, 56, 58; Book II Chapter 35; Book III Chapters 1, 8, 9; Book IV conformance model and all components",13,Automated + human review
